topic,Refid,Bibliography,sampPoint,nSample,sampCountry,sampArea,sampY,targetSpecies,sampledMatrix,agent,anMeth,nPositive,common_name,strain,infectionMethod,chem,route,endpoint,dose
AHAW VBD,132,"A. Di Nardo, D. Rossi, S. M. L. Saleh, S. M. Lejlifa, S. J. Hamdi, A. Di Gennaro, G. Savini and M. V. Thrusfield. ""Evidence of rift valley fever seroprevalence in the Sahrawi semi-nomadic pastoralist system, Western Sahara"". Bmc Veterinary Research 10 (2014): #pages#",,356 host (animal or human),Morocco,Sahrawi (Wilayas region),2008,Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),4,,,,,,,
AHAW VBD,132,"A. Di Nardo, D. Rossi, S. M. L. Saleh, S. M. Lejlifa, S. J. Hamdi, A. Di Gennaro, G. Savini and M. V. Thrusfield. ""Evidence of rift valley fever seroprevalence in the Sahrawi semi-nomadic pastoralist system, Western Sahara"". Bmc Veterinary Research 10 (2014): #pages#",,89 host (animal or human),Morocco,Sahrawi (Tifariti region),2008,Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),4,,,,,,,
AHAW VBD,132,"A. Di Nardo, D. Rossi, S. M. L. Saleh, S. M. Lejlifa, S. J. Hamdi, A. Di Gennaro, G. Savini and M. V. Thrusfield. ""Evidence of rift valley fever seroprevalence in the Sahrawi semi-nomadic pastoralist system, Western Sahara"". Bmc Veterinary Research 10 (2014): #pages#",,90 host (animal or human),Morocco,Sahrawi (Bir Lehlou region),2008,Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),1,,,,,,,
AHAW VBD,132,"A. Di Nardo, D. Rossi, S. M. L. Saleh, S. M. Lejlifa, S. J. Hamdi, A. Di Gennaro, G. Savini and M. V. Thrusfield. ""Evidence of rift valley fever seroprevalence in the Sahrawi semi-nomadic pastoralist system, Western Sahara"". Bmc Veterinary Research 10 (2014): #pages#",Unknown,103 host (animal or human),Morocco,Sahrawi (Dahkla region),2008,Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),1,,,,,,,
AHAW VBD,144,"G. Nicolas, B. Durand, T. T. Rakotoarimanana, S. Lacote, V. Chevalier and P. Marianneaut. ""Short Report: A 3-Year Serological and Virological Cattle Follow-Up in Madagascar Highlands Suggests a Non-Classical Transmission Route of Rift Valley Fever Virus"". American Journal of Tropical Medicine and Hygiene 90 (2014): 265-266",Farm,894 host (animal or human),Madagascar,Anjozorobe,2009,Cattle,Blood serum,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),NA,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",Other,25 batch,South Africa,Gudzani Dam,2003,Buffalo ,,Rift Valley fever virus,Indirect ELISA (I-ELISA),1,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",Other,41 batch,South Africa,lower sabie,2004,Buffalo ,,Rift Valley fever virus,Indirect ELISA (I-ELISA),1,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",,19 batch,South Africa,Hluhluwe-iMfolozi,2003,Buffalo ,,Rift Valley fever virus,Seroneutralisation test,3,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",Other,51 batch,South Africa,lower sabie,2003,Buffalo ,,Rift Valley fever virus,Indirect ELISA (I-ELISA),6,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",,11 batch,South Africa,Lower Sabie,2004,Buffalo ,,Rift Valley fever virus,Seroneutralisation test,1,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",Other,21 batch,South Africa,Satara,2003,Buffalo ,,Rift Valley fever virus,Indirect ELISA (I-ELISA),2,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",,16 batch,South Africa,Lower Sabie,2003,Buffalo ,,Rift Valley fever virus,Seroneutralisation test,7,,,,,,,
AHAW VBD,159,"F. Shamsudeen, J. A. W. Coetzer and E. H. Venter. ""Seroprevalence of Rift Valley fever and lumpy skin disease in African buffalo ( Syncerus caffer) in the Kruger National Park and Hluhluwe-iMfolozi Park, South Africa"". Journal of the South African Veterinary Association 85 (2014): Art. #1075-Art. #1075",,4 batch,South Africa,Satara,2003,Buffalo ,,Rift Valley fever virus,Seroneutralisation test,0,,,,,,,
AHAW VBD,163,"E. G. Kifaro, J. Nkangaga, G. Joshua, R. Sallu, M. Yongolo, G. Dautu and C. J. Kasanga. ""Epidemiological study of Rift Valley fever virus in Kigoma, Tanzania"". Onderstepoort Journal of Veterinary Research 81 (2014): #pages#",Natural habitat,150 host (animal or human),"Tanzania, United Republic of",Kigoma rural (KG),2011,Small Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),18,,,,,,,
AHAW VBD,163,"E. G. Kifaro, J. Nkangaga, G. Joshua, R. Sallu, M. Yongolo, G. Dautu and C. J. Kasanga. ""Epidemiological study of Rift Valley fever virus in Kigoma, Tanzania"". Onderstepoort Journal of Veterinary Research 81 (2014): #pages#",Natural habitat,132 host (animal or human),"Tanzania, United Republic of",Kibondo (KB),2011,Small Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),3,,,,,,,
AHAW VBD,163,"E. G. Kifaro, J. Nkangaga, G. Joshua, R. Sallu, M. Yongolo, G. Dautu and C. J. Kasanga. ""Epidemiological study of Rift Valley fever virus in Kigoma, Tanzania"". Onderstepoort Journal of Veterinary Research 81 (2014): #pages#",Natural habitat,129 host (animal or human),"Tanzania, United Republic of",Kasulu (KS),2011,Small Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),1,,,,,,,
AHAW VBD,193,"S. Jaeckel, M. Eiden, B. O. El Mamy, K. Isselmou, A. Vina-Rodriguez, B. Doumbia and M. H. Groschup. ""Molecular and Serological Studies on the Rift Valley Fever Outbreak in Mauritania in 2010"". Transboundary and Emerging Diseases 60 (2013): 31-39",Unknown,7 host (animal or human),Mauritania,Nouakchott,2010,Small Ruminants,,Rift Valley fever virus,IgG ELISA,1,,,,,,,
AHAW VBD,193,"S. Jaeckel, M. Eiden, B. O. El Mamy, K. Isselmou, A. Vina-Rodriguez, B. Doumbia and M. H. Groschup. ""Molecular and Serological Studies on the Rift Valley Fever Outbreak in Mauritania in 2010"". Transboundary and Emerging Diseases 60 (2013): 31-39",Unknown,40 host (animal or human),Mauritania,Inchiri/Akjoujt,2010,Small Ruminants,,Rift Valley fever virus,IgG ELISA,31,,,,,,,
AHAW VBD,193,"S. Jaeckel, M. Eiden, B. O. El Mamy, K. Isselmou, A. Vina-Rodriguez, B. Doumbia and M. H. Groschup. ""Molecular and Serological Studies on the Rift Valley Fever Outbreak in Mauritania in 2010"". Transboundary and Emerging Diseases 60 (2013): 31-39",Unknown,28 host (animal or human),Mauritania,Adrar/Aoujeft,2010,Small Ruminants,,Rift Valley fever virus,IgG ELISA,24,,,,,,,
AHAW VBD,193,"S. Jaeckel, M. Eiden, B. O. El Mamy, K. Isselmou, A. Vina-Rodriguez, B. Doumbia and M. H. Groschup. ""Molecular and Serological Studies on the Rift Valley Fever Outbreak in Mauritania in 2010"". Transboundary and Emerging Diseases 60 (2013): 31-39",Unknown,6 host (animal or human),Mauritania,Trarza/Ouad Naga,2010,Cattle,,Rift Valley fever virus,IgG ELISA,1,,,,,,,
AHAW VBD,193,"S. Jaeckel, M. Eiden, B. O. El Mamy, K. Isselmou, A. Vina-Rodriguez, B. Doumbia and M. H. Groschup. ""Molecular and Serological Studies on the Rift Valley Fever Outbreak in Mauritania in 2010"". Transboundary and Emerging Diseases 60 (2013): 31-39",Unknown,14 host (animal or human),Mauritania,Erch,2010,Small Ruminants,,Rift Valley fever virus,IgG ELISA,8,,,,,,,
AHAW VBD,200,"A. G. Fall, A. Diaite, M. T. Seck, J. Bouyer, T. Lefrancois, N. Vachiery, R. Aprelon, O. Faye, L. Konate and R. Lancelot. ""West Nile Virus Transmission in Sentinel Chickens and Potential Mosquito Vectors, Senegal River Delta, 2008-2009"". International Journal of Environmental Research and Public Health 10 (2013): 4718-4727",Other,923 host (animal or human),Senegal,Saint Louis (Ross-Bethio),2008,Chicken,,West Nile virus,Enzyme linked immunosorbent assay (ELISA),29,,,,,,,
AHAW VBD,203,"T. Lernout, E. Cardinale, M. Jego, P. Despres, L. Collet, B. Zumbo, E. Tillard, S. Girard and L. Filleul. ""Rift Valley Fever in Humans and Animals in Mayotte, an Endemic Situation?"". Plos One 8 (2013): #pages#",Other,198 host (animal or human),Mayotte,,2011,Ruminants,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),50,,,,,,,
AHAW VBD,203,"T. Lernout, E. Cardinale, M. Jego, P. Despres, L. Collet, B. Zumbo, E. Tillard, S. Girard and L. Filleul. ""Rift Valley Fever in Humans and Animals in Mayotte, an Endemic Situation?"". Plos One 8 (2013): #pages#",Other,1413 host (animal or human),Mayotte,,2011,Human,,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),50,,,,,,,
AHAW VBD,218,"R. C. Kading, E. M. Borland, M. Cranfield and A. M. Powers. ""PREVALENCE OF ANTIBODIES TO ALPHAVIRUSES AND FLAVIVIRUSES IN FREE-RANGING GAME ANIMALS AND NONHUMAN PRIMATES IN THE GREATER CONGO BASIN"". Journal of Wildlife Diseases 49 (2013): 587-599",Natural habitat,10 host (animal or human),"Congo, the Democratic Republic of the",Garamba,1994,African Buffalo,,West Nile virus,Enzyme linked immunosorbent assay (ELISA),1,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,7 host (animal or human),Kenya,Tsavo East,2008,Water buck (Kobus ellipsipyrmnus),,Rift Valley fever virus,IgG ELISA,1,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,89 host (animal or human),Kenya,Tsavo East,2008,Buffalo ,,Rift Valley fever virus,IgG ELISA,9,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,30 host (animal or human),Kenya,Ijara (Hare),2008,Warthog (Phaecochoerus africanus),,Rift Valley fever virus,IgG ELISA,0,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,2 host (animal or human),Kenya,Wajir,2008,Guerneuk (Litocraneus walleri),,Rift Valley fever virus,IgG ELISA,0,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,3 host (animal or human),Kenya,Meru Conservation Area,2008,Eland (Tragelaphus oryx),,Rift Valley fever virus,IgG ELISA,0,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,4 host (animal or human),Kenya,Meru Conservation Area,2008,Warthog (Phaecochoerus africanus),,Rift Valley fever virus,IgG ELISA,1,,,,,,,
AHAW VBD,225,"S. C. Britch, Y. S. Binepal, M. G. Ruder, H. M. Kariithi, K. J. Linthicum, A. Anyamba, J. L. Small, C. J. Tucker, L. O. Ateya, A. A. Oriko, S. Gacheru and W. C. Wilson. ""Rift Valley Fever Risk Map Model and Seroprevalence in Selected Wild Ungulates and Camels from Kenya"". PLoS ONE 8 (2013): 1-14",Natural habitat,2 host (animal or human),Kenya,Ijara (Hulugho),2008,Guerneuk (Litocraneus walleri),,Rift Valley fever virus,IgG ELISA,0,,,,,,,
AHAW VBD,227,"M.-M. Olive, N. Razafindralambo, T. A. Barivelo, J.-T. Rafisandratantsoa, V. Soarimalala, S. M. Goodman, P. E. Rollin, J.-M. Heraud and J.-M. Reynes. ""Absence of Rift Valley Fever Virus in Wild Small Mammals, Madagascar"". Emerging Infectious Diseases 19 (2013): 1025-1027",Natural habitat,1600 host (animal or human),Madagascar,,2008,Rodents,,Rift Valley fever virus,,0,,,,,,,
AHAW VBD,233,"H. Albayrak and E. Ozan. ""Seroepidemiological Study of West Nile Virus and Rift Valley Fever Virus in Some of Mammalian Species (Herbivores) in Northern Turkey"". Journal of Arthropod-Borne Diseases 7 (2013): 90-93",Natural habitat,70 host (animal or human),Turkey,Samsun (NUTS3),2010,Goat,Blood serum,West Nile virus,"ELISA, Competitive ELISA (C-ELISA)",2,,,,,,,
AHAW VBD,235,"T. A. Al Azraqi, A. A. El Mekki and A. A. Mahfouz. ""Rift Valley fever among children and adolescents in southwestern Saudi Arabia"". Journal of Infection and Public Health 6 (2013): 230-235",,274 host (animal or human),Saudi Arabia,Jazan region,2001,,,Rift Valley fever virus,IgG ELISA,8,,,,,,,
AHAW VBD,235,"T. A. Al Azraqi, A. A. El Mekki and A. A. Mahfouz. ""Rift Valley fever among children and adolescents in southwestern Saudi Arabia"". Journal of Infection and Public Health 6 (2013): 230-235",,103 host (animal or human),Saudi Arabia,Aseer region,2001,,,Rift Valley fever virus,IgG ELISA,6,,,,,,,
AHAW VBD,274,"R. D. Sumaye, E. Geubbels, E. Mbeyela and D. Berkvens. ""Inter-epidemic Transmission of Rift Valley Fever in Livestock in the Kilombero River Valley, Tanzania: A Cross-Sectional Survey"". Figshare 1 (2013): #pages#",Farm,1680 host (animal or human),"Tanzania, United Republic of",Kilombero district,2011,Goat,,Rift Valley fever virus,"ELISA, Competitive ELISA (C-ELISA)",455,,,,,,,
AHAW VBD,274,"R. D. Sumaye, E. Geubbels, E. Mbeyela and D. Berkvens. ""Inter-epidemic Transmission of Rift Valley Fever in Livestock in the Kilombero River Valley, Tanzania: A Cross-Sectional Survey"". Figshare 1 (2013): #pages#",Farm,1680 host (animal or human),"Tanzania, United Republic of",Kilombero district,2011,Cattle,,Rift Valley fever virus,"ELISA, Competitive ELISA (C-ELISA)",970,,,,,,,
AHAW VBD,274,"R. D. Sumaye, E. Geubbels, E. Mbeyela and D. Berkvens. ""Inter-epidemic Transmission of Rift Valley Fever in Livestock in the Kilombero River Valley, Tanzania: A Cross-Sectional Survey"". Figshare 1 (2013): #pages#",Farm,1680 host (animal or human),"Tanzania, United Republic of",Kilombero district,2011,Sheep,,Rift Valley fever virus,"ELISA, Competitive ELISA (C-ELISA)",255,,,,,,,
AHAW VBD,295,"T. A. Al-Azraqi, A. A. El-Mekki and A. A. Mahfouz. ""Exposure of abattoirs workers to rift valley fever virus infection in Southwestern Saudi Arabia"". Open Journal of Preventive Medicine 3 (2013): 28-31",Slaughterhouse,60 host (animal or human),Saudi Arabia,Makkah region,2008,Human,,Rift Valley fever virus,IgG ELISA,4,,,,,,,
AHAW VBD,311,"N. G. Schwarz, M. Girmann, N. Randriamampionona, A. Bialonski, D. Maus, A. C. Krefis, C. Njarasoa, J. F. Rajanalison, H. D. Ramandrisoa, M. L. Randriarison, J. May, J. Schmidt-Chanasit and R. Rakotozandrindrainy. ""Seroprevalence of Antibodies against Chikungunya, Dengue, and Rift Valley Fever Viruses after Febrile Illness Outbreak, Madagascar"". Emerging Infectious Diseases 18 (2012): 1780-1786",Hospital,1244 host (animal or human),Madagascar,,2009,Human,Blood serum,Rift Valley fever virus,Immunofluorescence method,4,,,,,,,
AHAW VBD,330,"C. Cetre-Sossah, A. Pedarrieu, H. Guis, C. Defernez, M. Bouloy, J. Favre, S. Girard, E. Cardinale and E. Albina. ""Prevalence of Rift Valley Fever among Ruminants, Mayotte"". Emerging Infectious Diseases 18 (2012): 972-975",,130 host (animal or human),Mayotte,,2004,Cattle,Blood serum,Rift Valley fever virus,IgG ELISA,16,,,,,,,
AHAW VBD,330,"C. Cetre-Sossah, A. Pedarrieu, H. Guis, C. Defernez, M. Bouloy, J. Favre, S. Girard, E. Cardinale and E. Albina. ""Prevalence of Rift Valley Fever among Ruminants, Mayotte"". Emerging Infectious Diseases 18 (2012): 972-975",,79 host (animal or human),Mayotte,M'Tsangamouji,2008,Cattle,Blood serum,Rift Valley fever virus,IgG ELISA,3,,,,,,,
AHAW VBD,330,"C. Cetre-Sossah, A. Pedarrieu, H. Guis, C. Defernez, M. Bouloy, J. Favre, S. Girard, E. Cardinale and E. Albina. ""Prevalence of Rift Valley Fever among Ruminants, Mayotte"". Emerging Infectious Diseases 18 (2012): 972-975",,126 host (animal or human),Mayotte,,2007,Cattle,Blood serum,Rift Valley fever virus,IgG ELISA,39,,,,,,,
AHAW VBD,330,"C. Cetre-Sossah, A. Pedarrieu, H. Guis, C. Defernez, M. Bouloy, J. Favre, S. Girard, E. Cardinale and E. Albina. ""Prevalence of Rift Valley Fever among Ruminants, Mayotte"". Emerging Infectious Diseases 18 (2012): 972-975",,70 herd/flock,Mayotte,,2008,Goat,Blood serum,Rift Valley fever virus,Enzyme linked immunosorbent assay (ELISA),1,,,,,,,
AHAW VBD,330,"C. Cetre-Sossah, A. Pedarrieu, H. Guis, C. Defernez, M. Bouloy, J. Favre, S. Girard, E. Cardinale and E. Albina. ""Prevalence of Rift Valley Fever among Ruminants, Mayotte"". Emerging Infectious Diseases 18 (2012): 972-975",,301 host (animal or human),Mayotte,,2007,Cattle,Blood serum,Rift Valley fever virus,IgG ELISA,32,,,,,,,
AHAW VBD,330,"C. Cetre-Sossah, A. Pedarrieu, H. Guis, C. Defernez, M. Bouloy, J. Favre, S. Girard, E. Cardinale and E. Albina. ""Prevalence of Rift Valley Fever among Ruminants, Mayotte"". Emerging Infectious Diseases 18 (2012): 972-975",,79 host (animal or human),Mayotte,M'Tsangamouji,2008,Cattle,Blood serum,Rift Valley fever virus,IgG ELISA,29,,,,,,,
